lakeid,lakename,year4,daynum,sampledate,depth,temperature_C,dissolvedOxygen,irradianceWater,irradianceDeck,comments
W,West Long Lake,1998,147,5/27/98,2.5,15.2,10.5,36.3,1082,NA
W,West Long Lake,1998,147,5/27/98,3,11.4,12.5,19.6,1034,NA
W,West Long Lake,1998,147,5/27/98,3.5,9.1,10.7,11.4,1095,NA
W,West Long Lake,1998,147,5/27/98,4,7.6,2.7,6.1,1100,NA
W,West Long Lake,1998,147,5/27/98,4.5,6.5,0.5,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,5,5.7,0.2,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,5.5,5.3,0.1,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,6,5.1,0.1,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,6.5,4.9,0.1,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,7,4.8,0.1,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,8,4.8,0.1,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,9,4.7,0.1,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,10,4.7,0.1,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,11,4.7,0,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,12,4.7,0,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,0,21.1,8,556.1,529.7,NA
E,East Long Lake,1998,148,5/28/98,0.25,NA,NA,263,483,NA
E,East Long Lake,1998,148,5/28/98,0.5,21.1,8,110.6,468.1,NA
E,East Long Lake,1998,148,5/28/98,0.75,NA,NA,667.6,517.3,NA
E,East Long Lake,1998,148,5/28/98,1,21.1,8,35.6,520.5,NA
E,East Long Lake,1998,148,5/28/98,1.5,19.1,7.7,11.8,502.5,NA
E,East Long Lake,1998,148,5/28/98,2,14.4,0.3,4.5,556.1,NA
E,East Long Lake,1998,148,5/28/98,2.5,9.4,0.2,1.8,532.6,NA
E,East Long Lake,1998,148,5/28/98,3,7.3,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,3.5,6.4,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,4,5.9,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,4.5,5.7,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,5,5.5,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,5.5,5.3,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,6,5.1,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,6.5,5,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,7,4.9,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,8,4.6,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,9,4.5,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,10,4.4,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,11,4.4,0.1,NA,NA,NA
E,East Long Lake,1998,148,5/28/98,12,4.4,0.1,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,0,21.5,8.9,1244,1077,NA
T,Tuesday Lake,1998,149,5/29/98,0.25,NA,NA,854,1089,NA
T,Tuesday Lake,1998,149,5/29/98,0.5,21.5,8.9,605,1075,NA
T,Tuesday Lake,1998,149,5/29/98,0.75,NA,NA,445,1083,NA
T,Tuesday Lake,1998,149,5/29/98,1,21.5,8.9,350,1061,NA
T,Tuesday Lake,1998,149,5/29/98,1.5,21.2,9.1,195,1073,NA
T,Tuesday Lake,1998,149,5/29/98,2,18.4,11.5,117,1080,NA
T,Tuesday Lake,1998,149,5/29/98,2.5,14,14.6,66,1085,NA
T,Tuesday Lake,1998,149,5/29/98,3,11.5,10.6,35.2,1074,NA
T,Tuesday Lake,1998,149,5/29/98,3.5,8.1,4.2,15.1,1081,NA
T,Tuesday Lake,1998,149,5/29/98,4,6.4,0.4,7.6,1040,NA
T,Tuesday Lake,1998,149,5/29/98,4.5,5.3,0.3,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,5,4.8,0.3,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,5.5,4.4,0.2,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,6,4.3,0.2,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,6.5,4.2,0.1,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,7,4.2,0.1,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,8,4.2,0.1,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,9,4.2,0.1,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,10,4.2,0.1,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,11,4.2,0.1,NA,NA,NA
T,Tuesday Lake,1998,149,5/29/98,12,4.2,0.1,NA,NA,NA
L,Paul Lake,1998,152,6/1/98,0,17,8.7,360,322,NA
L,Paul Lake,1998,152,6/1/98,0.25,NA,NA,280,324,NA
L,Paul Lake,1998,152,6/1/98,0.5,17,8.4,216,333,NA
L,Paul Lake,1998,152,6/1/98,0.75,NA,NA,171,338,NA
L,Paul Lake,1998,152,6/1/98,1,16.9,8.1,133,342,NA
L,Paul Lake,1998,152,6/1/98,1.5,16.9,8.3,90,352,NA
L,Paul Lake,1998,152,6/1/98,2,16.9,8.4,64.4,368,NA
L,Paul Lake,1998,152,6/1/98,2.5,16.8,8.8,47.2,382,NA
L,Paul Lake,1998,152,6/1/98,3,15.7,10.4,50.5,415,NA
L,Paul Lake,1998,152,6/1/98,3.5,11.8,12.2,24.6,422,NA
L,Paul Lake,1998,152,6/1/98,4,9.9,13.4,18.6,466,NA
L,Paul Lake,1998,152,6/1/98,4.5,8,14.8,7.8,533,NA
L,Paul Lake,1998,152,6/1/98,5,6.5,5.5,2.2,873,NA
L,Paul Lake,1998,152,6/1/98,5.5,5.9,0.6,1,653,NA
L,Paul Lake,1998,152,6/1/98,6,5.9,0.4,NA,NA,NA
L,Paul Lake,1998,152,6/1/98,6.5,5.8,0.3,NA,NA,NA
L,Paul Lake,1998,152,6/1/98,7,5.8,0.3,NA,NA,NA
L,Paul Lake,1998,152,6/1/98,8,5.8,0.3,NA,NA,NA
L,Paul Lake,1998,152,6/1/98,9,5.5,0.2,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,0,17.1,10,269,238,NA
R,Peter Lake,1998,153,6/2/98,0.25,NA,NA,224,229,NA
R,Peter Lake,1998,153,6/2/98,0.5,17.2,10,186,240,NA
R,Peter Lake,1998,153,6/2/98,0.75,NA,NA,171,262,NA
R,Peter Lake,1998,153,6/2/98,1,17.2,9.9,148,270,NA
R,Peter Lake,1998,153,6/2/98,1.5,17.2,9.8,101,269,NA
R,Peter Lake,1998,153,6/2/98,2,17.2,9.8,72.2,270,NA
R,Peter Lake,1998,153,6/2/98,2.5,17.2,9.9,61.2,277,NA
R,Peter Lake,1998,153,6/2/98,3,17.1,9.9,50.2,286,NA
R,Peter Lake,1998,153,6/2/98,3.5,13.1,18,38.8,288,NA
R,Peter Lake,1998,153,6/2/98,4,10.3,18.5,26.8,295,NA
R,Peter Lake,1998,153,6/2/98,4.5,7.3,13.9,7.5,294,NA
R,Peter Lake,1998,153,6/2/98,5.5,6,5.5,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,6,5.9,5,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,6.5,5.9,4.7,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,7,5.9,4.6,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,8,5.9,4.6,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,9,5.9,4.5,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,10,4.7,0.6,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,11,4.6,0.1,NA,NA,NA
R,Peter Lake,1998,153,6/2/98,12,4.5,0.1,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,0,15.8,8.8,1420,1523,NA
W,West Long Lake,1998,154,6/3/98,0.25,NA,NA,1010,1440,NA
W,West Long Lake,1998,154,6/3/98,0.5,15.9,8.7,158,384,NA
W,West Long Lake,1998,154,6/3/98,0.75,NA,NA,280,965,NA
W,West Long Lake,1998,154,6/3/98,1,15.8,8.6,288,1446,NA
W,West Long Lake,1998,154,6/3/98,1.5,15.7,8.5,134,1498,NA
W,West Long Lake,1998,154,6/3/98,2,15.7,8.6,76,1516,NA
W,West Long Lake,1998,154,6/3/98,2.5,15.7,8.5,29.4,1236,NA
W,West Long Lake,1998,154,6/3/98,3,13.7,9.8,19.4,1547,NA
W,West Long Lake,1998,154,6/3/98,3.5,9.9,8,4.6,583,NA
W,West Long Lake,1998,154,6/3/98,4,8.1,1.4,2.7,581,NA
W,West Long Lake,1998,154,6/3/98,4.5,6.9,0.6,1.2,535,NA
W,West Long Lake,1998,154,6/3/98,5,6.1,0.1,0.5,528,NA
W,West Long Lake,1998,154,6/3/98,5.5,5.6,0.1,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,6,5.2,0.1,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,6.5,4.9,0.1,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,7,4.9,0.1,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,8,4.8,0,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,9,4.8,0,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,10,4.8,0,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,11,4.8,0,NA,NA,NA
W,West Long Lake,1998,154,6/3/98,12,4.7,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,0,14.9,8.3,1054,1569,NA
E,East Long Lake,1998,155,6/4/98,0.25,NA,NA,591.5,1324,NA
E,East Long Lake,1998,155,6/4/98,0.5,14.6,8.1,415.5,1633,NA
E,East Long Lake,1998,155,6/4/98,0.75,NA,NA,181.5,1624,NA
E,East Long Lake,1998,155,6/4/98,1,14.5,8,92.4,1617,NA
E,East Long Lake,1998,155,6/4/98,1.5,14.5,7.9,36.1,1616,NA
E,East Long Lake,1998,155,6/4/98,2,14.4,7.8,12.2,1605,NA
E,East Long Lake,1998,155,6/4/98,2.5,11,1.6,2.7,1562,NA
E,East Long Lake,1998,155,6/4/98,3,8.1,0.2,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,3.5,6.6,0.2,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,4,6,0.1,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,4.5,5.7,0.1,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,5,5.5,0.1,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,5.5,5.4,0.1,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,6,5.2,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,6.5,5,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,7,4.8,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,8,4.7,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,9,4.6,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,10,4.5,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,11,4.5,0,NA,NA,NA
E,East Long Lake,1998,155,6/4/98,12,4.5,0,NA,NA,NA
L,Paul Lake,1998,159,6/8/98,0,15.6,9.6,1381,993,NA
L,Paul Lake,1998,159,6/8/98,0.25,NA,NA,1097,1054,NA
L,Paul Lake,1998,159,6/8/98,0.5,15.5,9.5,845,1053,NA
L,Paul Lake,1998,159,6/8/98,0.75,NA,NA,715,1015,NA
L,Paul Lake,1998,159,6/8/98,1,15.3,9.6,553,1013,NA
L,Paul Lake,1998,159,6/8/98,1.5,15.2,9.5,355,1011,NA
L,Paul Lake,1998,159,6/8/98,2,15.1,9.5,238,1019,NA
L,Paul Lake,1998,159,6/8/98,2.5,15,9.4,160,1014,NA
L,Paul Lake,1998,159,6/8/98,3,14.7,9.3,109,1011,NA
L,Paul Lake,1998,159,6/8/98,3.5,13.5,10.6,68.5,1005,NA
L,Paul Lake,1998,159,6/8/98,4,11.2,12.7,45.3,1008,NA
L,Paul Lake,1998,159,6/8/98,4.5,8.2,14.1,27,1006,NA
L,Paul Lake,1998,159,6/8/98,5.5,6.2,0.3,NA,NA,NA
L,Paul Lake,1998,159,6/8/98,6,6.1,0.2,NA,NA,NA
L,Paul Lake,1998,159,6/8/98,6.5,6.1,0.2,NA,NA,NA
L,Paul Lake,1998,159,6/8/98,7,6.1,0.1,NA,NA,NA
L,Paul Lake,1998,159,6/8/98,8,6.1,0.1,NA,NA,NA
L,Paul Lake,1998,159,6/8/98,9,5.7,0.1,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,0,15.7,10.3,489,454,NA
R,Peter Lake,1998,160,6/9/98,0.25,NA,NA,420,455,NA
R,Peter Lake,1998,160,6/9/98,0.5,15.8,10.2,339,457,NA
R,Peter Lake,1998,160,6/9/98,0.75,NA,NA,294,457,NA
R,Peter Lake,1998,160,6/9/98,1,15.8,10.2,238,458,NA
R,Peter Lake,1998,160,6/9/98,1.5,15.8,10.2,181,460,NA
R,Peter Lake,1998,160,6/9/98,2,15.8,10.2,145,461,NA
R,Peter Lake,1998,160,6/9/98,2.5,15.7,10.2,116,462,NA
R,Peter Lake,1998,160,6/9/98,3,15.6,10.2,94.1,463.1,NA
R,Peter Lake,1998,160,6/9/98,3.5,14.6,12.3,74.2,464.2,NA
R,Peter Lake,1998,160,6/9/98,4,11.3,19.1,55.2,465.8,NA
R,Peter Lake,1998,160,6/9/98,4.5,8.6,15,31.6,469.4,NA
R,Peter Lake,1998,160,6/9/98,5.5,6.1,3.4,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,6,6,2.5,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,6.5,6,2.5,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,7,6,2.4,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,8,6,2.4,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,9,6,2.4,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,10,5.1,0.2,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,11,4.5,0.2,NA,NA,NA
R,Peter Lake,1998,160,6/9/98,12,4.5,0.1,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,0,16,9.4,257,257,NA
W,West Long Lake,1998,161,6/10/98,0.25,NA,NA,176,256,NA
W,West Long Lake,1998,161,6/10/98,0.5,16,9.3,107,254,NA
W,West Long Lake,1998,161,6/10/98,0.75,NA,NA,71.4,253,NA
W,West Long Lake,1998,161,6/10/98,1,16,9.3,47.7,252,NA
W,West Long Lake,1998,161,6/10/98,1.5,15.7,9,22.8,251,NA
W,West Long Lake,1998,161,6/10/98,2,15.3,8.6,11.5,251,NA
W,West Long Lake,1998,161,6/10/98,2.5,14.7,8.2,6.1,250,NA
W,West Long Lake,1998,161,6/10/98,3,13.5,6.9,3.1,250,NA
W,West Long Lake,1998,161,6/10/98,3.5,10.2,6,1.7,250,NA
W,West Long Lake,1998,161,6/10/98,4,8.5,0.3,1,250,NA
W,West Long Lake,1998,161,6/10/98,4.5,6.9,0.2,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,5.5,5.5,0.1,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,6,5.2,0.1,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,6.5,5,0,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,7,4.9,0.1,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,8,4.9,0,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,9,4.8,0,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,10,4.8,0.1,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,11,4.8,0,NA,NA,NA
W,West Long Lake,1998,161,6/10/98,12,4.8,0,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,0,15.6,9.1,137.9,131.4,NA
E,East Long Lake,1998,162,6/11/98,0.25,NA,NA,76.3,145.9,NA
E,East Long Lake,1998,162,6/11/98,0.5,15.6,9,24.5,122,NA
E,East Long Lake,1998,162,6/11/98,0.75,NA,NA,11.4,118.8,NA
E,East Long Lake,1998,162,6/11/98,1,15.4,8.7,5.4,113.7,NA
E,East Long Lake,1998,162,6/11/98,1.5,14.8,8.3,1.4,105.6,NA
E,East Long Lake,1998,162,6/11/98,2,13.5,6.3,0.5,104.4,NA
E,East Long Lake,1998,162,6/11/98,2.5,11.8,0.5,0.2,109.8,NA
E,East Long Lake,1998,162,6/11/98,3,8.9,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,3.5,7.2,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,4,6.4,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,4.5,5.9,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,5.5,5.5,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,6,5.3,0,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,6.5,5.1,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,7,5,0,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,8,4.7,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,9,4.7,0,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,10,4.6,0.1,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,11,4.5,0,NA,NA,NA
E,East Long Lake,1998,162,6/11/98,12,4.5,0.1,NA,NA,NA
L,Paul Lake,1998,166,6/15/98,0,20.4,9,1254,913,NA
L,Paul Lake,1998,166,6/15/98,0.25,NA,NA,1050,958,NA
L,Paul Lake,1998,166,6/15/98,0.5,20,8.8,821,935,NA
L,Paul Lake,1998,166,6/15/98,0.75,NA,NA,669,950,NA
L,Paul Lake,1998,166,6/15/98,1,18.9,9.7,546,943,NA
L,Paul Lake,1998,166,6/15/98,1.5,17.6,9.7,350,953,NA
L,Paul Lake,1998,166,6/15/98,2,16.7,9.6,234,954,NA
L,Paul Lake,1998,166,6/15/98,2.5,16.3,9.5,160,943,NA
L,Paul Lake,1998,166,6/15/98,3,15.5,9.3,105.1,928,NA
L,Paul Lake,1998,166,6/15/98,3.5,14,10.6,68.7,927,NA
L,Paul Lake,1998,166,6/15/98,4,11.5,12.3,45.5,953,NA
L,Paul Lake,1998,166,6/15/98,4.5,9.3,13.6,25.5,886,NA
L,Paul Lake,1998,166,6/15/98,5.5,6.6,0.4,3.9,877,NA
L,Paul Lake,1998,166,6/15/98,6,6.4,0.2,1.8,869,NA
L,Paul Lake,1998,166,6/15/98,6.5,6.2,0.1,0.9,896,NA
L,Paul Lake,1998,166,6/15/98,7,6.2,0.1,NA,NA,NA
L,Paul Lake,1998,166,6/15/98,8,6.1,0.1,NA,NA,NA
L,Paul Lake,1998,166,6/15/98,9,5.7,0.1,NA,NA,NA
R,Peter Lake,1998,167,6/16/98,0,20.6,9.5,1288,769,NA
R,Peter Lake,1998,167,6/16/98,0.25,NA,NA,977,728,NA
R,Peter Lake,1998,167,6/16/98,0.5,20.5,9.6,919,780,NA
R,Peter Lake,1998,167,6/16/98,0.75,NA,NA,859,861,NA
R,Peter Lake,1998,167,6/16/98,1,19.8,10.4,670,843,NA
R,Peter Lake,1998,167,6/16/98,1.5,18.3,10.6,483,805,NA
R,Peter Lake,1998,167,6/16/98,2,17.5,10.7,393,855,NA
R,Peter Lake,1998,167,6/16/98,2.5,17.1,10.7,265,772,NA
R,Peter Lake,1998,167,6/16/98,3,16.6,10.6,137,545,NA
R,Peter Lake,1998,167,6/16/98,3.5,15.3,11.7,69,366,NA
R,Peter Lake,1998,167,6/16/98,4,12.9,18.5,43,325,NA
R,Peter Lake,1998,167,6/16/98,4.5,10,15,29.3,320,NA
R,Peter Lake,1998,167,6/16/98,5,7.9,13.6,30.7,815,NA
R,Peter Lake,1998,167,6/16/98,5.5,6.6,5.3,7.4,794,NA
R,Peter Lake,1998,167,6/16/98,6,6.2,0.7,2.9,793,NA
R,Peter Lake,1998,167,6/16/98,6.5,6.1,0.2,2.9,784,NA
R,Peter Lake,1998,167,6/16/98,7,6.1,0.1,1.4,764,NA
R,Peter Lake,1998,167,6/16/98,8,6,0.1,NA,NA,NA
R,Peter Lake,1998,167,6/16/98,9,5.9,0.1,NA,NA,NA
R,Peter Lake,1998,167,6/16/98,10,5.4,0,NA,NA,NA
R,Peter Lake,1998,167,6/16/98,11,4.6,0,NA,NA,NA
R,Peter Lake,1998,167,6/16/98,12,4.5,0,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,0,22.1,8.7,1040,1010,NA
W,West Long Lake,1998,168,6/17/98,0.25,NA,NA,839,1005,NA
W,West Long Lake,1998,168,6/17/98,0.5,22,8.7,499,1010,NA
W,West Long Lake,1998,168,6/17/98,0.75,NA,NA,347,1001,NA
W,West Long Lake,1998,168,6/17/98,1,21.5,9.1,239,934,NA
W,West Long Lake,1998,168,6/17/98,1.5,18,9.8,119,942,NA
W,West Long Lake,1998,168,6/17/98,2,16.4,9.4,54.4,946,NA
W,West Long Lake,1998,168,6/17/98,2.5,15.3,8.8,24.9,946,NA
W,West Long Lake,1998,168,6/17/98,3,13.3,7,12.3,943,NA
W,West Long Lake,1998,168,6/17/98,3.5,11.2,5.4,5.9,944,NA
W,West Long Lake,1998,168,6/17/98,4,8.9,0.3,2.6,949,NA
W,West Long Lake,1998,168,6/17/98,4.5,7.3,0.1,1.7,944,NA
W,West Long Lake,1998,168,6/17/98,5,6.2,0.1,0.9,944,NA
W,West Long Lake,1998,168,6/17/98,5.5,5.7,0,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,6,5.3,0.1,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,6.5,5.1,0,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,7,5,0.1,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,8,4.9,0,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,9,4.9,0.1,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,10,4.8,0.1,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,11,4.8,0,NA,NA,NA
W,West Long Lake,1998,168,6/17/98,12,4.8,0.1,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,0,22.5,8.2,852,778.7,NA
E,East Long Lake,1998,169,6/18/98,0.25,NA,NA,374.9,752,NA
E,East Long Lake,1998,169,6/18/98,0.5,22.2,7.3,159.6,765,NA
E,East Long Lake,1998,169,6/18/98,0.75,NA,NA,89.8,765,NA
E,East Long Lake,1998,169,6/18/98,1,19,9.3,39.2,758.4,NA
E,East Long Lake,1998,169,6/18/98,1.5,15.5,6.8,11.1,758.2,NA
E,East Long Lake,1998,169,6/18/98,2,14.1,5.4,3.5,774,NA
E,East Long Lake,1998,169,6/18/98,2.5,12.2,0.2,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,3,9.6,0.1,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,3.5,7.7,0.1,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,4,6.6,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,4.5,6.2,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,5,5.8,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,5.5,5.6,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,6,5.3,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,6.5,5.1,0.1,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,7,5,0.1,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,8,4.7,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,9,4.6,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,10,4.5,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,11,4.5,0,NA,NA,NA
E,East Long Lake,1998,169,6/18/98,12,4.5,0.1,NA,NA,NA
L,Paul Lake,1998,173,6/22/98,0,22.5,7.7,1389,1092,NA
L,Paul Lake,1998,173,6/22/98,0.25,NA,NA,1111,1112,NA
L,Paul Lake,1998,173,6/22/98,0.5,22.5,7.6,880,1114,NA
L,Paul Lake,1998,173,6/22/98,0.75,NA,NA,692,1119,NA
L,Paul Lake,1998,173,6/22/98,1,22.3,7.6,563,1113,NA
L,Paul Lake,1998,173,6/22/98,1.5,22,8,570,1106,NA
L,Paul Lake,1998,173,6/22/98,2,19.3,9.1,257,1095,NA
L,Paul Lake,1998,173,6/22/98,2.5,18.2,9.4,167,1092,NA
L,Paul Lake,1998,173,6/22/98,3,16.1,9.5,111.1,1106,NA
L,Paul Lake,1998,173,6/22/98,3.5,14.4,10,170,1116,NA
L,Paul Lake,1998,173,6/22/98,4,11.8,11.8,42.8,1116,NA
L,Paul Lake,1998,173,6/22/98,4.5,9.7,13.2,25.5,1109,NA
L,Paul Lake,1998,173,6/22/98,5,7.5,9.2,11,1095,NA
L,Paul Lake,1998,173,6/22/98,5.5,7.1,0.6,4.5,1037,NA
L,Paul Lake,1998,173,6/22/98,6,6.7,0.4,NA,NA,NA
L,Paul Lake,1998,173,6/22/98,6.5,6.5,0.2,NA,NA,NA
L,Paul Lake,1998,173,6/22/98,7,6.2,0.2,NA,NA,NA
L,Paul Lake,1998,173,6/22/98,8,6,0.1,NA,NA,NA
L,Paul Lake,1998,173,6/22/98,9,5.7,0.1,NA,NA,NA
R,Peter Lake,1998,174,6/23/98,0,22,8.6,494,362,NA
R,Peter Lake,1998,174,6/23/98,0.25,NA,NA,500,364,NA
R,Peter Lake,1998,174,6/23/98,0.5,22,8.5,391,364,NA
R,Peter Lake,1998,174,6/23/98,0.75,NA,NA,345,363,NA
R,Peter Lake,1998,174,6/23/98,1,22,8.5,289,364,NA
R,Peter Lake,1998,174,6/23/98,1.5,22,8.2,181,366,NA
R,Peter Lake,1998,174,6/23/98,2,21.3,10.1,138,367,NA
R,Peter Lake,1998,174,6/23/98,2.5,19.4,10.3,108,369,NA
R,Peter Lake,1998,174,6/23/98,3,18.2,10.4,86.5,367,NA
R,Peter Lake,1998,174,6/23/98,3.5,16.6,11.2,70.5,369,NA
R,Peter Lake,1998,174,6/23/98,4,14.3,14.3,53.3,373,NA
R,Peter Lake,1998,174,6/23/98,4.5,11.3,14.1,37.1,374,NA
R,Peter Lake,1998,174,6/23/98,5,9.4,13.7,20.9,375,NA
R,Peter Lake,1998,174,6/23/98,5.5,7.4,7.2,4,376,NA
R,Peter Lake,1998,174,6/23/98,6,7,1,1.6,384,NA
R,Peter Lake,1998,174,6/23/98,6.5,6.2,0.4,1.1,391,NA
R,Peter Lake,1998,174,6/23/98,7,6.1,0.2,0.6,407,NA
R,Peter Lake,1998,174,6/23/98,8,6,0.2,NA,NA,NA
R,Peter Lake,1998,174,6/23/98,9,5.9,0.1,NA,NA,NA
R,Peter Lake,1998,174,6/23/98,10,5.3,0.1,NA,NA,NA
R,Peter Lake,1998,174,6/23/98,11,4.8,0.1,NA,NA,NA
R,Peter Lake,1998,174,6/23/98,12,4.6,0.1,NA,NA,NA
W,West Long Lake,1998,175,6/24/98,0,22.4,7.6,148,130,NA
W,West Long Lake,1998,175,6/24/98,0.25,NA,NA,85.1,110,NA
W,West Long Lake,1998,175,6/24/98,0.5,22.6,7.5,40.4,93.2,NA
W,West Long Lake,1998,175,6/24/98,0.75,NA,NA,27.6,101.9,NA
W,West Long Lake,1998,175,6/24/98,1,22.6,7.4,17.7,104.2,NA
W,West Long Lake,1998,175,6/24/98,1.5,22.5,7.4,8.7,108,NA
W,West Long Lake,1998,175,6/24/98,2,19.3,6.3,4.2,104.2,NA
W,West Long Lake,1998,175,6/24/98,2.5,15.7,6.5,2.2,97.5,NA
