CAS Number,Chemical Name,Chemical Grade,Chemical Analysis Method,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author),Conc 1 (Author),Conc 1 Units (Author),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysoperla carnea,Common Green Lacewing,Insects/Spiders,Egg,NR,Not reported,Spray,Filter paper,Lab,2,Formulation,350/,g/L,Mortality,Hatch,LOEL,Not reported,NR,Until hatch,"Gandhi,P.I., K. Gunasekaran, S. Poonguzhali, R. Anandham, G.H. Kim, K.Y. Chung, and T. Sa",104985,Laboratory Evaluation of Relative Toxicities of Some Insecticides Against Trichogramma chilonis (Hymenoptera: Trichogrammatidae) and Chrysoperla carnea (Neuroptera: Chrysopidae),J. Asia Pac. Entomol.8(4): 381-386,2005,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ g/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysoperla rufilabris,Lacewing,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Lab,2,Formulation,0.16/,kg/ha,Mortality,"Mortality/survival, general",LOEL,Not reported,3,Day(s),"Roubos,C.R., C. Rodriguez-Saona, R. Holdcraft, K.S. Mason, and R. Isaacs",168141,Relative Toxicity and Residual Activity of Insecticides Used in Blueberry Pest Management: Mortality of Natural Enemies,J. Econ. Entomol.107(1): 277-285,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysopidae,Lacewing Family,Insects/Spiders,Not reported,NR,Not reported,Foliar spray,No substrate,Field natural,2,Formulation,125/,ml/ha,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ ml/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysopidae,Lacewing Family,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Formulation,0.048/,%,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ % | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,70,Chrysopidae,Lacewing Family,Insects/Spiders,Not reported,NR,Not reported,Foliar spray,No substrate,Field natural,2,Formulation,50/,g/ha,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,70,Chrysopidae,Lacewing Family,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Formulation,0.048/,%,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ % | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,26.63,AI g/ha,Reproduction,Progeny counts/numbers,EC50,Not reported,<=31.64,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,10,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Adult,3,Day(s),"Environmental, unspecified",No substrate,Lab,NR,Formulation,35.813,mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Xue,M., and Q. Li",71546,Studies on Selective Toxicity of Six Insecticides Between Green Peach Aphid and Ladybirds,Entomol. Sin.9(2): 17-22,2002,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Formulation 23.4660 - 59.6560 mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Adult,NR,Not reported,"Environmental, unspecified",No substrate,Lab,5,Formulation,0.1332,% v/v,Mortality,Mortality,LC50,Not reported,7,Day(s),"Bozsik,A.",102508,Susceptibility of Adult Coccinella septempunctata (Coleoptera: Coccinellidae) to Insecticides with Different Modes of Action,Pest Manag. Sci.62(7): 651-654,2006,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation 0.0120 - 0.2240 % v/v | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,7,Active ingredient,683.2,AI g/ha,Mortality,Mortality,LD50,Not reported,3,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient 596.8 - 790.4 AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,27.16,AI g/ha,Mortality,Mortality,LD50,Not reported,1,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,6.57,AI g/ha,Mortality,Mortality,LD50,Not reported,2,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,5.53,AI g/ha,Mortality,Mortality,LD50,Not reported,3,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,5.35,AI g/ha,Mortality,Mortality,LD50,Not reported,4,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,5.71,AI g/ha,Mortality,Mortality,LD50,Not reported,5,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,5.71,AI g/ha,Mortality,Mortality,LD50,Not reported,6,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,5.79,AI g/ha,Mortality,Mortality,LD50,Not reported,7,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.76,AI g/ha,Mortality,Mortality,LD50,Not reported,8,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.76,AI g/ha,Mortality,Mortality,LD50,Not reported,9,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.45,AI g/ha,Mortality,Mortality,LD50,Not reported,10,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.27,AI g/ha,Mortality,Mortality,LD50,Not reported,11,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,5.06,AI g/ha,Mortality,Mortality,LD50,Not reported,12,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.82,AI g/ha,Mortality,Mortality,LD50,Not reported,13,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,5.16,AI g/ha,Mortality,Mortality,LD50,Not reported,14,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.07,AI g/ha,Mortality,Mortality,LD50,Not reported,15,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.07,AI g/ha,Mortality,Mortality,LD50,Not reported,16,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,97.3,Coccinella septempunctata,Sevenspotted Lady Beetle,Insects/Spiders,Larva,2,Instar,"Environmental, unspecified",Not reported,Lab,6,Active ingredient,4.07,AI g/ha,Mortality,Mortality,LD50,Not reported,17,Day(s),"Yu,C., R. Lin, M. Fu, Y. Zhou, F. Zong, H. Jiang, N. Lv, X. Piao, J. Zhang, Y. Liu, and T.C.M. Brock",168935,Impact of Imidacloprid on Life-Cycle Development of Coccinella septempunctata in Laboratory Microcosms,Ecotoxicol. Environ. Saf.110:168-173,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
